
550711	15.04
550714	15.04
550716	15.04
550718	15.04
550721	15.75
550723	15.75
550725	15.75
550728	15.75
550730	15.75
550732	15.75
550735	15.75
550737	15.75
550739	15.75
550743	15.75
550745	15.75
550747	15.75
550750	15.75
550752	15.75
550754	15.75
550757	15.75
550759	16.31
550761	16.31
550764	16.31
550766	16.31
550768	16.31
550771	16.31
550773	16.31
550775	16.31
550778	16.31
550780	16.31
550782	16.31
550786	16.31
550788	16.31
550790	16.31
550792	16.31
550795	16.31
550797	16.65
550799	16.65
550802	16.65
550804	16.65
550806	16.65
550809	16.65
550811	16.65
550813	16.65
550816	16.65
550818	16.65
550820	16.65
550823	16.65
550825	16.65
550828	16.65
550831	16.65
550833	16.65
550835	15.92
550838	15.92
550840	15.92
550842	15.92
550845	15.92
550847	15.92
550849	15.92
550852	15.92
550854	15.92
550856	15.92
550859	15.92
550861	15.92
550863	15.92
550866	15.92
550868	15.92
550871	15.92
550874	16.04
550876	16.04
550878	16.04
550880	16.04
550883	16.04
550885	16.04
550887	16.04
550890	16.04
550892	16.04
550894	16.04
550897	16.04
550899	16.04
550901	16.04
550904	16.04
550906	16.04
550908	16.04
550912	15.84
550914	15.84
550916	15.84
550919	15.84
550921	15.84
550923	15.84
550926	15.84
550928	15.84
550930	15.84
550933	15.84
550935	15.84
550937	15.84
550940	15.84
550942	15.84
550944	15.84
550947	15.84
550949	16.53
550951	16.53
550955	16.53
550957	16.53
550959	16.53
550962	16.53
550964	16.53
550966	16.53
550968	16.53
550971	16.53
550973	16.53
550975	16.53
550978	16.53
550980	16.53
550982	16.53
550985	16.53
550987	15.63
550989	15.63
550992	15.63
550994	15.63
550996	15.63
551000	15.63
551002	15.63
551004	15.63
551007	15.63
551009	15.63
551011	15.63
551014	15.63
551016	15.63
551018	15.63
551021	15.63
551023	15.63
551025	16.92
551028	16.92
551030	16.92
551032	16.92
551035	16.92
551037	16.92
551040	16.92
551043	16.92
551045	16.92
551047	16.92
551049	16.92
551052	16.92
551054	16.92
551056	16.92
551059	16.92
551061	16.92
551063	15.70
551066	15.70
551068	15.70
551070	15.70
551073	15.70
551075	15.70
551077	15.70
551080	15.70
551083	15.70
551085	15.70
551088	15.70
551090	15.70
551092	15.70
551095	15.70
551097	15.70
551099	15.70
551102	16.21
551104	16.21
551106	16.21
551109	16.21
551111	16.21
551113	16.21
551116	16.21
551118	16.21
551120	16.21
551123	16.21
551126	16.21
551128	16.21
551131	16.21
551133	16.21
551135	16.21
551137	16.21
551140	16.11
551142	16.11
551144	16.11
551147	16.11
551149	16.11
551151	16.11
551154	16.11
551156	16.11
551158	16.11
551161	16.11
551163	16.11
